date,fim,open,close,volume,high,low
2020-10-01 09:43:59,2020-10-01 09:48:59,1.358,1.358,36.81885125,1.358,1.358
2020-10-01 09:48:59,2020-10-01 09:53:59,1.358,1.358,1295.65463916,1.358,1.358
2020-10-01 09:53:59,2020-10-01 09:58:59,1.358,1.358,441.73452871,1.358,1.35651
2020-10-01 09:58:59,2020-10-01 10:03:59,1.358,1.358,1384.29008081,1.358,1.35651
2020-10-01 10:03:59,2020-10-01 10:08:59,1.35661,1.358,1555.14270698,1.358,1.3566
2020-10-01 10:08:59,2020-10-01 10:13:59,1.358,1.36171,1140.16543246,1.36951,1.358
2020-10-01 10:18:59,2020-10-01 10:23:59,1.36132,1.3658,596.16848468,1.3658,1.36132
2020-10-01 10:23:59,2020-10-01 10:28:59,1.36954,1.3658,413.1939325,1.37,1.3658
2020-10-01 10:28:59,2020-10-01 10:33:59,1.37,1.37,29.708029179999997,1.37,1.366
2020-10-01 10:33:59,2020-10-01 10:38:59,1.366,1.366,181.93223449,1.366,1.366
2020-10-01 10:43:59,2020-10-01 10:48:59,1.37,1.37,235.4548132,1.37,1.366
2020-10-01 10:48:59,2020-10-01 10:53:59,1.37,1.37,335.76642335,1.37,1.37
2020-10-01 10:53:59,2020-10-01 10:58:59,1.366,1.37,984.5091250099999,1.37,1.366
2020-10-01 10:58:59,2020-10-01 11:03:59,1.3658,1.37,3789.99478113,1.37,1.3658
2020-10-01 11:03:59,2020-10-01 11:08:59,1.37,1.37,4060.72518246,1.37,1.3658
2020-10-01 11:08:59,2020-10-01 11:13:59,1.3658,1.36711,869.03637599,1.36711,1.36131
2020-10-01 11:13:59,2020-10-01 11:18:59,1.36197,1.36853,660.7795668499999,1.36853,1.36197
2020-10-01 11:23:59,2020-10-01 11:28:59,1.36216,1.36216,68.39854198,1.36216,1.36216
2020-10-01 11:33:59,2020-10-01 11:38:59,1.36722,1.3624,153.58167961,1.36722,1.3624
2020-10-01 11:38:59,2020-10-01 11:43:59,1.36748,1.37,3752.03942172,1.37,1.36131
2020-10-01 11:43:59,2020-10-01 11:48:59,1.3626,1.36278,357.55767829,1.36999,1.3626
2020-10-01 11:48:59,2020-10-01 11:53:59,1.36125,1.36718,522.70393888,1.3672,1.36011
2020-10-01 11:53:59,2020-10-01 11:58:59,1.36791,1.36791,31.42750619,1.36791,1.36791
2020-10-01 11:58:59,2020-10-01 12:03:59,1.36924,1.36937,1022.42304225,1.36937,1.36916
2020-10-01 12:03:59,2020-10-01 12:08:59,1.36062,1.36062,39.7469056,1.36062,1.36062
2020-10-01 12:08:59,2020-10-01 12:13:59,1.36031,1.36679,5766.06101968,1.36679,1.3601
2020-10-01 12:13:59,2020-10-01 12:18:59,1.36051,1.36017,508.76091,1.36051,1.36017
2020-10-01 12:18:59,2020-10-01 12:23:59,1.36017,1.36,1465.5108077399998,1.36642,1.36
2020-10-01 12:23:59,2020-10-01 12:28:59,1.36657,1.3678,1555.4369168100002,1.36786,1.36657
2020-10-01 12:28:59,2020-10-01 12:33:59,1.362,1.36058,475.26901671,1.36775,1.36011
2020-10-01 12:33:59,2020-10-01 12:38:59,1.36685,1.36775,146.37375298,1.36775,1.36685
2020-10-01 12:38:59,2020-10-01 12:43:59,1.36766,1.36094,251.44227899999998,1.36766,1.36088
2020-10-01 12:43:59,2020-10-01 12:48:59,1.36696,1.3678,731.16123979,1.3678,1.36696
2020-10-01 12:48:59,2020-10-01 12:53:59,1.36729,1.36055,560.07763905,1.36729,1.36055
2020-10-01 12:53:59,2020-10-01 12:58:59,1.36662,1.36664,845.2204463,1.36764,1.36
2020-10-01 12:58:59,2020-10-01 13:03:59,1.365,1.36673,259.48235979000003,1.36673,1.36
2020-10-01 13:03:59,2020-10-01 13:08:59,1.36,1.36,1640.7899519500002,1.36388,1.36
2020-10-01 13:08:59,2020-10-01 13:13:59,1.36337,1.36,245.93647246,1.36337,1.36
2020-10-01 13:13:59,2020-10-01 13:18:59,1.36,1.3512,17269.71160989,1.36,1.3512
2020-10-01 13:18:59,2020-10-01 13:23:59,1.351,1.35,12244.09385351,1.351,1.35
2020-10-01 13:23:59,2020-10-01 13:28:59,1.35544,1.35551,2368.64551796,1.35617,1.35
2020-10-01 13:28:59,2020-10-01 13:33:59,1.35,1.3499,9837.57245591,1.35,1.3499
2020-10-01 13:33:59,2020-10-01 13:38:59,1.3499,1.35638,420.04488594,1.35638,1.3499
2020-10-01 13:38:59,2020-10-01 13:43:59,1.35,1.345,19398.12414167,1.35289,1.345
2020-10-01 13:43:59,2020-10-01 13:48:59,1.345,1.34,3571.16311385,1.34601,1.34
2020-10-01 13:48:59,2020-10-01 13:53:59,1.34553,1.34,501.21586084999996,1.34996,1.34
2020-10-01 13:53:59,2020-10-01 13:58:59,1.3418,1.34,1904.0133188300001,1.34927,1.34
2020-10-01 13:58:59,2020-10-01 14:03:59,1.34851,1.34851,18.18303164,1.34851,1.34851
2020-10-01 14:03:59,2020-10-01 14:08:59,1.345,1.34,3012.55417201,1.34742,1.34
2020-10-01 14:08:59,2020-10-01 14:13:59,1.34844,1.34597,954.0299377900001,1.34844,1.34597
2020-10-01 14:13:59,2020-10-01 14:18:59,1.34423,1.34423,10.09499862,1.34423,1.34423
2020-10-01 14:18:59,2020-10-01 14:23:59,1.34,1.34,299.61576875000003,1.34005,1.34
2020-10-01 14:23:59,2020-10-01 14:28:59,1.34943,1.34697,7816.7843032,1.34943,1.34
2020-10-01 14:33:59,2020-10-01 14:38:59,1.34687,1.34687,77.95852606,1.34687,1.34687
2020-10-01 14:38:59,2020-10-01 14:43:59,1.34139,1.34139,26.0,1.34139,1.34139
2020-10-01 14:43:59,2020-10-01 14:48:59,1.34592,1.34216,900.42602756,1.35117,1.34216
2020-10-01 14:48:59,2020-10-01 14:53:59,1.3418,1.34038,617.29235939,1.3418,1.34038
2020-10-01 14:53:59,2020-10-01 14:58:59,1.34968,1.34807,83.07112055,1.34968,1.34807
2020-10-01 14:58:59,2020-10-01 15:03:59,1.34007,1.34,1679.4906,1.34007,1.34
2020-10-01 15:03:59,2020-10-01 15:08:59,1.34,1.34,1122.68299869,1.34657,1.34
2020-10-01 15:08:59,2020-10-01 15:13:59,1.34713,1.34719,304.3375065,1.34719,1.34713
2020-10-01 15:13:59,2020-10-01 15:18:59,1.35012,1.3497,5862.73594754,1.3503,1.3497
2020-10-01 15:18:59,2020-10-01 15:23:59,1.3498,1.3502,907.4687324199999,1.35029,1.3498
2020-10-01 15:23:59,2020-10-01 15:28:59,1.35029,1.3503,2128.9993829,1.3503,1.35028
2020-10-01 15:28:59,2020-10-01 15:33:59,1.3519,1.35581,3189.0750717399997,1.35595,1.3519
2020-10-01 15:33:59,2020-10-01 15:38:59,1.34445,1.3444,284.30693442999996,1.34445,1.3444
2020-10-01 15:38:59,2020-10-01 15:43:59,1.35384,1.34058,1142.04404482,1.35384,1.34058
2020-10-01 15:43:59,2020-10-01 15:48:59,1.34029,1.34034,2988.59722095,1.34036,1.34029
2020-10-01 15:48:59,2020-10-01 15:53:59,1.34002,1.35387,774.8623290800001,1.35387,1.34002
2020-10-01 15:53:59,2020-10-01 15:58:59,1.35497,1.35,374.73381682,1.35497,1.35
2020-10-01 15:58:59,2020-10-01 16:03:59,1.34389,1.34389,86.86357189,1.34389,1.34389
2020-10-01 16:03:59,2020-10-01 16:08:59,1.35368,1.36031,5888.55743287,1.36089,1.35368
2020-10-01 16:08:59,2020-10-01 16:13:59,1.36048,1.35001,637.4980234999999,1.36049,1.35001
2020-10-01 16:13:59,2020-10-01 16:18:59,1.34604,1.35,805.63236203,1.35982,1.34604
2020-10-01 16:18:59,2020-10-01 16:23:59,1.35999,1.35999,441.17971455,1.35999,1.35999
2020-10-01 16:28:59,2020-10-01 16:33:59,1.3523,1.35253,156.96228902000001,1.35253,1.3523
2020-10-01 16:33:59,2020-10-01 16:38:59,1.35405,1.35405,75.9942395,1.35405,1.35405
2020-10-01 16:38:59,2020-10-01 16:43:59,1.35405,1.35419,184.61411396,1.3542,1.35405
2020-10-01 16:43:59,2020-10-01 16:48:59,1.35011,1.35011,123.628,1.35011,1.35011
2020-10-01 16:48:59,2020-10-01 16:53:59,1.3542,1.35478,688.0024676200001,1.35478,1.35011
2020-10-01 16:53:59,2020-10-01 16:58:59,1.35935,1.35935,51.49519991,1.35935,1.35935
2020-10-01 17:03:59,2020-10-01 17:08:59,1.35987,1.35974,58.034256500000005,1.35987,1.35974
2020-10-01 17:08:59,2020-10-01 17:13:59,1.35094,1.3501,16567.175955,1.374,1.3501
2020-10-01 17:13:59,2020-10-01 17:18:59,1.37521,1.36005,257.15865806,1.37521,1.36005
2020-10-01 17:18:59,2020-10-01 17:23:59,1.36004,1.36,24902.71870754,1.36004,1.36
2020-10-01 17:23:59,2020-10-01 17:28:59,1.35891,1.35891,14.96787866,1.35891,1.35891
2020-10-01 17:38:59,2020-10-01 17:43:59,1.35057,1.3501,5106.99996071,1.35057,1.3501
2020-10-01 17:48:59,2020-10-01 17:53:59,1.3501,1.3501,10.0,1.3501,1.3501
2020-10-01 17:53:59,2020-10-01 17:58:59,1.35816,1.36339,370.02165693,1.36339,1.35816
2020-10-01 17:58:59,2020-10-01 18:03:59,1.35259,1.35258,60.353593319999995,1.35259,1.35258
2020-10-01 18:08:59,2020-10-01 18:13:59,1.36144,1.359,208.92889424999998,1.36144,1.35823
2020-10-01 18:13:59,2020-10-01 18:18:59,1.35016,1.35016,1.994,1.35016,1.35016
2020-10-01 18:18:59,2020-10-01 18:23:59,1.35795,1.358,147.27547830999998,1.358,1.35795
2020-10-01 18:23:59,2020-10-01 18:28:59,1.35025,1.35025,27.25933149,1.35025,1.35025
2020-10-01 18:33:59,2020-10-01 18:38:59,1.35025,1.3502,225.70660959,1.35025,1.3502
2020-10-01 19:08:59,2020-10-01 19:13:59,1.35495,1.35495,141.74692793,1.35495,1.35495
2020-10-01 19:13:59,2020-10-01 19:18:59,1.35475,1.35494,1591.38836638,1.36531,1.35475
2020-10-01 19:23:59,2020-10-01 19:28:59,1.36498,1.3651,373.63627507999996,1.3651,1.36498
2020-10-01 19:33:59,2020-10-01 19:38:59,1.36,1.35556,109.19852941,1.36,1.35556
2020-10-01 19:38:59,2020-10-01 19:43:59,1.35995,1.35995,73.53211515,1.35995,1.35995
2020-10-01 19:43:59,2020-10-01 19:48:59,1.35556,1.3546,736.67775288,1.35556,1.3546
2020-10-01 19:48:59,2020-10-01 19:53:59,1.35995,1.35995,1.0,1.35995,1.35995
2020-10-01 20:08:59,2020-10-01 20:13:59,1.35466,1.35967,661.84181184,1.35967,1.35461
2020-10-01 20:13:59,2020-10-01 20:18:59,1.35961,1.35961,20.62356116,1.35961,1.35961
2020-10-01 20:18:59,2020-10-01 20:23:59,1.35502,1.35021,250.87324624000001,1.35502,1.35021
2020-10-01 20:23:59,2020-10-01 20:28:59,1.3502,1.3502,253.45273847,1.3502,1.3502
2020-10-01 20:28:59,2020-10-01 20:33:59,1.35918,1.35918,19.66308665,1.35918,1.35918
2020-10-01 20:33:59,2020-10-01 20:38:59,1.35833,1.35909,73.59922854,1.35909,1.35833
2020-10-01 20:43:59,2020-10-01 20:48:59,1.35931,1.35931,2.0,1.35931,1.35931
2020-10-01 20:53:59,2020-10-01 20:58:59,1.35055,1.35025,379.20106938,1.35978,1.35025
2020-10-01 20:58:59,2020-10-01 21:03:59,1.35025,1.3502,28.649425280000003,1.35025,1.3502
2020-10-01 21:03:59,2020-10-01 21:08:59,1.35823,1.35022,1335.00184001,1.35823,1.35021
2020-10-01 21:08:59,2020-10-01 21:13:59,1.35021,1.35037,773.7550842500001,1.35724,1.35021
2020-10-01 21:13:59,2020-10-01 21:18:59,1.35038,1.3502,3359.34150709,1.35038,1.3502
2020-10-01 21:18:59,2020-10-01 21:23:59,1.3502,1.3502,121.13135614999999,1.3502,1.3502
2020-10-01 21:28:59,2020-10-01 21:33:59,1.35678,1.3502,3104.72589513,1.35678,1.3502
2020-10-01 21:33:59,2020-10-01 21:38:59,1.35664,1.35664,71.7946938,1.35664,1.35664
2020-10-01 21:38:59,2020-10-01 21:43:59,1.35025,1.35695,1187.79994106,1.35695,1.3502
2020-10-01 21:48:59,2020-10-01 21:53:59,1.35983,1.35983,19.12003706,1.35983,1.35983
2020-10-01 21:53:59,2020-10-01 21:58:59,1.35857,1.35857,21.49318768,1.35857,1.35857
2020-10-01 22:08:59,2020-10-01 22:13:59,1.3587,1.3587,4.985,1.3587,1.3587
2020-10-01 22:13:59,2020-10-01 22:18:59,1.3587,1.35153,529.17157734,1.3587,1.35021
2020-10-01 22:18:59,2020-10-01 22:23:59,1.35073,1.35987,329.51925673000005,1.35987,1.35073
2020-10-01 22:23:59,2020-10-01 22:28:59,1.35985,1.35985,143.16284884,1.35985,1.35985
2020-10-01 22:33:59,2020-10-01 22:38:59,1.35039,1.35039,153.727711,1.35039,1.35039
2020-10-01 22:48:59,2020-10-01 22:53:59,1.35133,1.35022,108.31863471,1.35133,1.35022
2020-10-01 22:53:59,2020-10-01 22:58:59,1.35613,1.35613,144.33711841,1.35613,1.35613
2020-10-01 22:58:59,2020-10-01 23:03:59,1.35613,1.35613,18.59703715,1.35613,1.35613
2020-10-01 23:13:59,2020-10-01 23:18:59,1.35231,1.35822,95.48215498,1.35822,1.35231
2020-10-01 23:18:59,2020-10-01 23:23:59,1.35975,1.35963,80.90046917000001,1.35975,1.35963
2020-10-01 23:23:59,2020-10-01 23:28:59,1.35883,1.35105,692.7531522700001,1.36,1.35105
2020-10-01 23:38:59,2020-10-01 23:43:59,1.35084,1.3502,214.509554,1.35084,1.3502
2020-10-01 23:43:59,2020-10-01 23:48:59,1.351,1.351,62.64242376,1.351,1.351
2020-10-01 23:48:59,2020-10-01 23:53:59,1.351,1.351,444.63026646,1.351,1.351
2020-10-02 00:03:59,2020-10-02 00:08:59,1.351,1.351,466.70614359,1.351,1.351
2020-10-02 00:08:59,2020-10-02 00:13:59,1.351,1.351,129.87359453,1.351,1.351
2020-10-02 00:13:59,2020-10-02 00:18:59,1.351,1.351,296.07698001,1.351,1.351
2020-10-02 00:23:59,2020-10-02 00:28:59,1.351,1.351,11.19170984,1.351,1.351
2020-10-02 00:28:59,2020-10-02 00:33:59,1.351,1.35103,1007.6984218700002,1.35127,1.351
2020-10-02 00:53:59,2020-10-02 00:58:59,1.3594,1.3594,8.76121818,1.3594,1.3594
2020-10-02 01:03:59,2020-10-02 01:08:59,1.35928,1.35999,567.66957126,1.35999,1.35928
2020-10-02 01:28:59,2020-10-02 01:33:59,1.35352,1.35352,63.47179285,1.35352,1.35352
2020-10-02 02:03:59,2020-10-02 02:08:59,1.351,1.35067,190.593,1.351,1.35067
2020-10-02 02:08:59,2020-10-02 02:13:59,1.35084,1.35,5063.3298677,1.35579,1.35
2020-10-02 02:13:59,2020-10-02 02:18:59,1.3492,1.34,20027.330681030002,1.3492,1.34
2020-10-02 02:23:59,2020-10-02 02:28:59,1.339,1.3352,1915.67782175,1.339,1.3352
2020-10-02 02:33:59,2020-10-02 02:38:59,1.33335,1.32,8004.12385425,1.33335,1.32
2020-10-02 02:43:59,2020-10-02 02:48:59,1.33551,1.33551,149.7555241,1.33551,1.33551
2020-10-02 02:53:59,2020-10-02 02:58:59,1.31752,1.30121,19195.13952729,1.31752,1.30121
2020-10-02 03:03:59,2020-10-02 03:08:59,1.3071,1.30607,10008.632,1.31992,1.3059
2020-10-02 03:38:59,2020-10-02 03:43:59,1.31879,1.31879,151.65417,1.31879,1.31879
2020-10-02 04:23:59,2020-10-02 04:28:59,1.33172,1.33178,3111.35493958,1.33178,1.33172
2020-10-02 04:28:59,2020-10-02 04:33:59,1.32659,1.33916,1.12810355,1.33916,1.32659
2020-10-02 04:58:59,2020-10-02 05:03:59,1.32444,1.3244,245.00000056,1.32444,1.3244
2020-10-02 05:13:59,2020-10-02 05:18:59,1.32007,1.32007,647.22265659,1.32007,1.32007
2020-10-02 05:18:59,2020-10-02 05:23:59,1.33622,1.33627,273.63438189,1.33627,1.33622
2020-10-02 05:28:59,2020-10-02 05:33:59,1.35678,1.35678,1.0,1.35678,1.35678
2020-10-02 05:53:59,2020-10-02 05:58:59,1.33282,1.33,2157.6988022,1.33282,1.33
2020-10-02 06:08:59,2020-10-02 06:13:59,1.32999,1.33,159.75712312000002,1.33,1.32999
2020-10-02 06:18:59,2020-10-02 06:23:59,1.33,1.33,273.04738815,1.33,1.33
2020-10-02 06:28:59,2020-10-02 06:33:59,1.3252,1.3252,49.0,1.3252,1.3252
2020-10-02 06:43:59,2020-10-02 06:48:59,1.32831,1.32831,7.5283631,1.32831,1.32831
2020-10-02 06:48:59,2020-10-02 06:53:59,1.3232,1.32564,2126.82557104,1.3259,1.32
2020-10-02 06:53:59,2020-10-02 06:58:59,1.32005,1.32,300.0,1.32005,1.32
2020-10-02 07:08:59,2020-10-02 07:13:59,1.32005,1.31951,2604.46407804,1.32005,1.31951
2020-10-02 07:18:59,2020-10-02 07:23:59,1.3195,1.31947,268.10786505,1.3195,1.3112
2020-10-02 07:23:59,2020-10-02 07:28:59,1.31977,1.31734,645.989633,1.31977,1.31535
2020-10-02 07:28:59,2020-10-02 07:33:59,1.31149,1.31149,44.03547672,1.31149,1.31149
2020-10-02 07:33:59,2020-10-02 07:38:59,1.31821,1.31821,11.37906706,1.31821,1.31821
2020-10-02 07:38:59,2020-10-02 07:43:59,1.31937,1.31007,7966.017547449999,1.32,1.31001
2020-10-02 07:43:59,2020-10-02 07:48:59,1.31868,1.31771,515.5870183300001,1.31868,1.31061
2020-10-02 07:48:59,2020-10-02 07:53:59,1.31118,1.31898,3306.2520970500004,1.31898,1.31
2020-10-02 07:58:59,2020-10-02 08:03:59,1.31886,1.3188,3585.5146398600004,1.31915,1.31858
2020-10-02 08:03:59,2020-10-02 08:08:59,1.3194,1.31967,148.71190453999998,1.32,1.31337
2020-10-02 08:08:59,2020-10-02 08:13:59,1.31337,1.31989,163.8819447,1.31989,1.31337
2020-10-02 08:13:59,2020-10-02 08:18:59,1.31994,1.32,1594.7499999899999,1.32,1.31994
2020-10-02 08:18:59,2020-10-02 08:23:59,1.32,1.32,178.03030302000002,1.32,1.32
2020-10-02 08:23:59,2020-10-02 08:28:59,1.32,1.32,242.42424242,1.32,1.32
2020-10-02 08:28:59,2020-10-02 08:33:59,1.31999,1.31999,1001.55093462,1.32,1.3195
2020-10-02 08:33:59,2020-10-02 08:38:59,1.32,1.32,462.01201094,1.32,1.3195
2020-10-02 08:38:59,2020-10-02 08:43:59,1.31999,1.32,755.96969696,1.32,1.31999
2020-10-02 08:48:59,2020-10-02 08:53:59,1.31999,1.32,836.7127135000001,1.32,1.31999
2020-10-02 08:53:59,2020-10-02 08:58:59,1.31999,1.31999,185.60746672,1.31999,1.31999
2020-10-02 08:58:59,2020-10-02 09:03:59,1.3195,1.30121,5554.4220569399995,1.3195,1.30121
2020-10-02 09:03:59,2020-10-02 09:08:59,1.31708,1.3188,4667.68069818,1.3188,1.31563
2020-10-02 09:08:59,2020-10-02 09:13:59,1.30212,1.31995,3080.09105762,1.31996,1.30212
2020-10-02 09:13:59,2020-10-02 09:18:59,1.31989,1.31989,159.10416777,1.31989,1.31989
2020-10-02 09:18:59,2020-10-02 09:23:59,1.318,1.318,85.49687944,1.318,1.318
2020-10-02 09:23:59,2020-10-02 09:28:59,1.31993,1.3198,125.00854461,1.31996,1.3198
2020-10-02 09:28:59,2020-10-02 09:33:59,1.3197,1.32,555.00905195,1.32,1.3197
2020-10-02 09:43:59,2020-10-02 09:48:59,1.31999,1.33,23566.95485803,1.3495,1.31992
2020-10-02 09:48:59,2020-10-02 09:53:59,1.34279,1.31222,1250.88515736,1.34284,1.31222
2020-10-02 09:53:59,2020-10-02 09:58:59,1.31278,1.32656,399.39381845,1.32783,1.31278
2020-10-02 09:58:59,2020-10-02 10:03:59,1.32835,1.33759,1544.3936303500002,1.33874,1.32835
2020-10-02 10:03:59,2020-10-02 10:08:59,1.3336,1.328,476.66010413000004,1.3336,1.32
2020-10-02 10:08:59,2020-10-02 10:13:59,1.32316,1.32316,308.0,1.32316,1.32316
2020-10-02 10:13:59,2020-10-02 10:18:59,1.3236,1.33682,1022.44131595,1.33682,1.3236
2020-10-02 10:18:59,2020-10-02 10:23:59,1.323,1.32854,2072.63557602,1.33,1.32
2020-10-02 10:23:59,2020-10-02 10:28:59,1.32728,1.32,4770.96894888,1.33455,1.32
2020-10-02 10:28:59,2020-10-02 10:33:59,1.31904,1.33057,1895.9859167700001,1.33075,1.319
2020-10-02 10:33:59,2020-10-02 10:38:59,1.32875,1.3381,839.70972921,1.3381,1.32875
2020-10-02 10:38:59,2020-10-02 10:43:59,1.32782,1.3346,5022.82338776,1.3352,1.32782
2020-10-02 10:43:59,2020-10-02 10:48:59,1.33929,1.3392,1201.08235518,1.3393,1.3392
2020-10-02 10:48:59,2020-10-02 10:53:59,1.3392,1.32791,5974.41348248,1.3393,1.32791
2020-10-02 10:53:59,2020-10-02 10:58:59,1.32869,1.32732,4652.791740039999,1.32869,1.3273
2020-10-02 10:58:59,2020-10-02 11:03:59,1.3273,1.34081,674.96877161,1.34081,1.326
2020-10-02 11:03:59,2020-10-02 11:08:59,1.33917,1.33,602.9924811999999,1.33917,1.33
2020-10-02 11:08:59,2020-10-02 11:13:59,1.33842,1.33842,46.32327669,1.33842,1.33842
2020-10-02 11:13:59,2020-10-02 11:18:59,1.33072,1.33748,1883.1134153700002,1.33748,1.33003
2020-10-02 11:18:59,2020-10-02 11:23:59,1.33695,1.33982,705.1447855600001,1.33982,1.3369
2020-10-02 11:23:59,2020-10-02 11:28:59,1.33525,1.32704,1140.65870685,1.3393,1.32688
2020-10-02 11:28:59,2020-10-02 11:33:59,1.33371,1.33366,1297.527895,1.3349,1.33366
2020-10-02 11:33:59,2020-10-02 11:38:59,1.3336,1.3338,3511.8239875,1.335,1.32691
2020-10-02 11:38:59,2020-10-02 11:43:59,1.3338,1.3343,1294.30744537,1.33495,1.32792
2020-10-02 11:43:59,2020-10-02 11:48:59,1.33005,1.33,75.23148599999999,1.33005,1.33
2020-10-02 11:48:59,2020-10-02 11:53:59,1.33435,1.32125,3147.13495852,1.33435,1.32125
2020-10-02 11:53:59,2020-10-02 11:58:59,1.32203,1.33,331.9637595,1.33266,1.32203
2020-10-02 11:58:59,2020-10-02 12:03:59,1.33433,1.33,332.54336831,1.33433,1.33
2020-10-02 12:03:59,2020-10-02 12:08:59,1.3333,1.33354,3035.20244435,1.33471,1.32222
2020-10-02 12:08:59,2020-10-02 12:13:59,1.33,1.3347,192.72035593,1.33499,1.33
2020-10-02 12:13:59,2020-10-02 12:18:59,1.33396,1.33396,7.8338181,1.33396,1.33396
2020-10-02 12:18:59,2020-10-02 12:23:59,1.33005,1.33464,50.199964550000004,1.33464,1.33005
2020-10-02 12:23:59,2020-10-02 12:28:59,1.33458,1.33499,157.31534449,1.33499,1.33458
2020-10-02 12:28:59,2020-10-02 12:33:59,1.33036,1.33001,244.94797300000002,1.33042,1.33001
2020-10-02 12:33:59,2020-10-02 12:38:59,1.33392,1.33753,3067.37842293,1.33997,1.33005
2020-10-02 12:38:59,2020-10-02 12:43:59,1.33041,1.33905,1370.042061,1.33922,1.33041
2020-10-02 12:43:59,2020-10-02 12:48:59,1.33877,1.33918,174.67527507,1.33918,1.33877
2020-10-02 12:48:59,2020-10-02 12:53:59,1.33989,1.3352,1975.44282009,1.33991,1.3352
